2;3;500;701;502;830;726;761
2;3;709;683;853;830;868;668
2;3;945;638;1140;770;1163;533
2;3;1210;630;1325;783;1175;653
2;3;1335;643;1523;782;1269;701
2;3;490;415;590;656;541;711
2;3;828;458;951;654;1027;684
2;3;1109;464;1242;622;1020;392
2;3;1430;354;1539;584;1460;629
2;3;577;308;809;420;550;404
2;3;794;344;879;449;692;341
2;3;938;346;1133;465;878;536
2;3;1190;320;1304;456;1377;335
2;3;1307;308;1472;395;1475;410
