1;1;1070;1370;300;500;770;705
1;1;650;800;640;790;570;670
1;1;480;630;560;710;550;350
1;1;490;640;250;400;715;290
1;1;680;880;230;410;1340;730
1;1;1260;1410;640;790;1460;700
1;1;1430;1550;600;750;1450;370
1;1;1410;1530;300;450;1340;340
